,Country,Grape,Sweetness,Colour,Style,Closure,abv,Units,Description,Link
661,South Africa,Sauvignon Blanc,Dry,White Wine,Fresh Whites,Screwcap,12.5,9.4,"Springfield's vineyards lie set in amongst the mountains and rivers of the Robertson Valley, in South Africa's Western Cape region. Planted by French farmers from the Loire Valley in 1688, the vineyards lie on lime-rich soil with rocky, clay, and sandy soil outcrops. Distinct minerally undertones are covered with layers of luscious passion fruit flavours, together with gooseberry and citrus fruit flavours and very fresh, vibrant and crisp acidity to balance the fruit. Drink over the next two years either on its own as an apéritif or with salads and seafood.",https://www.majestic.co.uk/Springfield-Special-Cuvee-Sauvignon-Blanc-zid20184
662,Spain,Palomino,Medium,White Fortified,Sherries,Natural Cork,20.5,7.7,"Produced in very small quantities, Matusalem is made by enrichment of a dry Oloroso sherry with 25% Pedro Ximenez, followed by additional ageing in its own solera. Rich and opulent in feel but with well moderated sweetness. Absorbingly complex, both nose and palate are awash with notes of raisins, figs, candied orange peel and pudding spices. Partner with a fruit dessert such as tarte tatin, or with a selection of mature cheeses.",https://www.majestic.co.uk/Matusalem-30-Year-Old-Oloroso-zid24203
663,Australia,Chardonnay,Dry,White Wine,Creamy Whites,Screwcap,12.5,9.4,"From a tiny boutique winery in the up-and-coming McLaren Vale region. This area has a climate similar to Bordeaux except, in the words of one winemaker, it never rains and it’s never frosty. Lively citrus and zest flavours together with light tropical fruits and white peach, displaying tight acidity on the superbly balanced palate and a great length of flavour. An excellent partner to creamy chicken dishes. Will keep for another 3-5 years.",https://www.majestic.co.uk/Kangarilla-Road-Chardonnay-zid19502
664,Spain,Grenache,Non,Red Wine,Smooth Reds,Natural Cork,14.0,10.5,"Founded by Isaac Muga Martínez and his wife, Auro Caño in 1932, in Haro, at the western end of Rioja Alta. The best grapes are selected for the Especial blend, and aged for 6 months in large vats, before 30 months in small oak barrels, and a further year in bottle. Intense, concentrated and powerful aromas of black fruit, red berries, spice and hints of wild flowers complement an intense and very powerful, fruit driven palate with layers of flavour and exotic spice. An harmonious wine that will age gracefully for ten years but can be enjoyed now. Drink with lamb, game or duck.",https://www.majestic.co.uk/Rioja-Reserva-Seleccion-Especial-zid14297
665,Spain,Mencia,Dry,Rosé Wine,Fruity Rosés,Natural Cork,13.0,9.8,"Bierzo is a small wine region of northern Spain, nestling between the coastal climate of Galicia to the north, and the hotter, more arid Castile to the south. The Mencía grape is found almost exclusively in Bierzo region, where it is more commonly used for red wines. A vivid, deeply coloured rosé, with an intense raspberry and redcurrant character and leafy undertones. Firmly structured, with well-balanced acidity, good grip and a crisp finish. Covering the territory between rosés and light reds, this will be perfect with spicy pork or chicken dishes.",https://www.majestic.co.uk/Pizarras-de-Otero-Rose-zid08026
666,Chile,Chardonnay,Dry,White Wine,Peachy Whites,Screwcap,13.0,9.8,"The Belén Estate in Chile's Casablanca Valley is perfect for growing grapes that make fresh, fruit driven wines. The clay and granite soils are not too fertile and the maritime influences allows the grapes to ripen slowly retaining delicious fruit flavours. this fine, fresh Chardonnay is all about fruit with an abundance of citrus, pear, apple and pineapple flavours. Try this with marinated meaty white fish.",https://www.majestic.co.uk/Morande-M-Chardonnay-zid39376
667,Non,Cabernet Sauvignon,Non,Red Wine,Non,Natural Cork,13.5,10.1,"Hurry! When it's gone, it's gone - wigig. Robert Parker describes this property as one of his best buy choices and goes on to describe this vintage as follows  ""The wine exhibits a deep ruby/plum color as well as abundant floral notes intermixed with red and black currants, spice box and a hint of subtle oak.",https://www.majestic.co.uk/Chateau-Cambon-La-Pelouse-zid02174
668,France,</div,Non,Red Wine,Non,Natural Cork,12.5,9.4,"While profoundly dark, this has attractive fragrant notes of violet fruit. On the palate, it is fresh and attractive, with fine, mouthcoating tannins and notes of deep dark fruit. Beautifully refined and balanced, with an attractive, coolly-elegant finish.",https://www.majestic.co.uk/Les-Pagodes-de-Cos-zid01092
669,Lebanon,</div,Non,Red Wine,Blackcurrant Reds,Natural Cork,14.0,10.5,"""This, I think, will be the most divisive of the Musar reds reviewed this issue... The crisp character makes it refreshing and delivers lingering flavors to the palate on the finish, but it also means there is not a lot of fleshiness here, the texture is not particularly caressing and it has a certain austerity that some will appreciate -- and many won’t. Yet, it evolved beautifully in the glass and I greatly admired its structure, which should guarantee its ability to age gracefully for a long while in the cellar"". Drink 2010-25. 89+ points. Mark Squires, The Wine Advocate.",https://www.majestic.co.uk/Chateau-Musar-zid38003
670,Lebanon,</div,Non,Red Wine,Mature Reds,Natural Cork,14.0,10.5,"""The 1998 Chateau Musar is a rather prototypical Musar – lots of acidity, some brett, fine structure. It reveals a more gentle style on opening, but aeration proves how much underlying power it actually has. (That is, a lot.) ... There is plenty of power, tannin and acidity, but there is also some balance. I loved the silky texture, emphasized in this vintage. It finishes with a controlled bang. This greatly benefitted from some air, showing layers that I did not initially think it had, but it does seem a bit on the lighter side. Drink now-2030"". 90 points. Mark Squires, The Wine Advocate. ",https://www.majestic.co.uk/Chateau-Musar-zid38001
671,USA,Chardonnay,Dry,White Wine,Creamy Whites,Natural Cork,13.5,10.1,"Santa Barbara County is in the warmer southern part of California, which can make for Chardonnays that are extremely ripe and powerful. Winemaker Jim Clendenen has harnessed this power and focused it into an intense, yet well defined and tightly structured style. An immensely complex nose of ripe apple, orange zest, toast and roasted hazelnut. The palate offers bright fruit and a lush feel, with an enduring nuttiness that provides a long and involving finish. Drink with fine roasted poultry dishes.",https://www.majestic.co.uk/Au-Bon-Climat-Chardonnay-zid18032
672,South Africa,Cabernet Sauvignon,Non,Red Wine,Blackcurrant Reds,Natural Cork,14.5,10.9,"Kanonkop is one of the top estates in South Africa. Situated on the slopes of the Simonsberg Mountain in Stellenbosch, the vineyards enjoy both a maritime climate and vines with an average age of 26 years. The soil is predominantly red granite. Deep ruby colour, a full bodied wine with spicy mocha, chocolate and tea leaf flavours, with well-defined, chewy blackcurrant fruit and a balanced tannic structure leading to a long and dry finish. This wine favours rich meat dishes and cheeses and will reward a further 5 years of bottle maturation.",https://www.majestic.co.uk/Kanonkop-Cabernet-Sauvignon-zid20100
673,New Zealand,Pinot Noir,Non,Red Wine,Cherry Reds,Screwcap,14.0,10.5,"A small vineyard on the north-facing slopes of Waipawa, Hawkes Bay. A range of soil types, elevation and microclimates allows cultivation of several varieties. Lime Rock have been certified by Sustainable Winegrowing New Zealand for the use of natural pest control. Forest floor and tea leaf characters give undertones to the plum, cherry, blackberry fruit and wild thyme notes. A balance of fruit-sweetness, mellow acidity and ripe, silky tannins linger in the mouth. Best served with filet mignon and porcini mushrooms.",https://www.majestic.co.uk/Lime-Rock-Kota-Pinot-Noir-zid37058
674,France,Chardonnay,Dry,White Wine,Creamy Whites,Non,13.0,9.8,"The lovely rich mealy quality provides a fabulous depth to the lime citrus character, thanks to the heavier clay in this top vineyard site. This is a delicious wine with a round, complex and buttery mouthfeel whose piercing acidity and fine mineral core impart a tremendous focus and freshness. Drink 2014 - 2018.",https://www.majestic.co.uk/Meursault-Blagny-1er-Cru-La-Genelotte-zid04277
675,Chile,Carmenère,Non,Red Wine,Spicy Reds,Natural Cork,14.5,10.9,"A blend of 92% Carmenère and 8% Petit Verdot. Half of the Carmenère comes from Montes’ La Finca de Apalta estate, bringing sophistication and elegance. The other half comes from their Archangel estate in Marchigüe, adding potency and strength. The grapes are hand-picked early in the morning to ensure that the grapes are cool for crushing. The clusters go through a berry selection, in which only good fruit is allowed into the tank. During the 18 months of barrel aging in new French (50%) and American (50%) oak, the wine is racked 3 times but bottled unfiltered.",https://www.majestic.co.uk/Purple-Angel-Carmenere-zid39168
676,Italy,</div,Non,Red Wine,Spicy Reds,Natural Cork,12.0,18.0,"A blend of 90% Sangiovese supported by Cabernet Sauvignon and Merlot, offering an intense ruby red in color, features an equally intense nose of red fruit, raspberries, and blueberries, followed by hints of oak and spices, particularly cloves, on the aromatic finish. On the palate, the wine is immediately vibrant and very territorial in character. The tannins are supple but well present. The finish and aftertaste are fruity and the light notes of oak long and lingering.",https://www.majestic.co.uk/Chianti-Classico-Riserva-zid13028
677,New Zealand,Sauvignon Blanc,Sweet,White Wine,Dessert Wines,Screwcap,11.0,4.1,"As seen on TV Botrytised grapes have been specially selected from amongst the vines of the Waihopai River vineyard to make this wine. The fermentation process takes a lengthy 6 months and extracts huge flavours from the shrivelled berries. Intensely sweet, yet balanced with a mixture of crisp citrus and fresh melon flavours, and as such, never cloys. Lingers long on the palate. An amazing match for gorgonzola or rich pâtés.",https://www.majestic.co.uk/The-Ned-Noble-Sauvignon-Blanc-zid37236
678,South Africa,Pinot Noir,Non,Red Wine,Savoury Reds,Natural Cork,14.5,10.9,"Ataraxia was founded in 2004 by husband and wife team, Kevin and Hanli, in partnership with a few friends. Ataraxia is situated, in The Skyfields,  a unique lanscape, lying as it does on the most elevated section of the Hemel-en-Aarde area. Their vineyards are planted on some of the most spectacular terroirs South Africa has to offer. The svelte nose offers up a fine blend of red cherries, pomegranate, delicate forest floor and a hint of spice and new oak. On the palate the wine is sensual and embracing, with a captivating mid-palate depth, lovely transparency and excellent focus on a suavely tannic finish. Try with seared duck breast or delicately cooked venison.",https://www.majestic.co.uk/Ataraxia-Pinot-Noir-zid20001
679,France,Cabernet Franc,Non,Red Wine,Blackcurrant Reds,Natural Cork,12.0,9.0,"""Shrewd consumers have been stocking up on Las Cases’s second wine for many years, and why not? The 2001 Clos du Marquis tastes like a classified growth Bordeaux. Deep ruby/purple-colored, it is more open-knit and forward than its bigger sibling, exhibiting lovely cassis fruit intermixed with underbrush, earth, and subtle background oak"". Drink 2004-2018. 89 points. Robert Parker, The Wine Advocate.",https://www.majestic.co.uk/Clos-du-Marquis-zid01293
680,Argentina,Chardonnay,Dry,White Wine,Creamy Whites,Screwcap,13.5,10.1,"This wine is made by Sebastian Zuccardi who is 2016 Argentinean Winemaker of the year at the foot of the Andes on an esate that benefits from wide temperature range and a cool dry climate. This is a classic cooler climate Chardonnay with fresh flavours of pears and peach which will develop notes of spice, flowers and toast over time. This is the perfect match for Fish Pie",https://www.majestic.co.uk/Zuccardi-Chardonnay-zid40165
